CELL_ID,CLUSTER_LABEL
15923,Tumor
15924,Tumor (CD20+)
15925,Tumor (CD15+)
15926,Tumor (Ki67+)
15927,CD8 T cell
15928,Vessel
15929,Stromal / Fibroblast
15930,Tumor (Ki67+)
15931,CD8 T cell
15932,Macrophage
15933,Tumor (CD21+)
15934,Tumor
15935,Tumor
15936,Tumor (Ki67+)
15937,Macrophage
15938,CD4 T cell
15939,Tumor (CD15+)
15940,Tumor (CD21+)
15941,Tumor (CD15+)
15942,Stromal / Fibroblast
15943,Tumor (CD21+)
15944,Tumor (CD15+)
15945,CD8 T cell
15946,Tumor (CD21+)
15947,Tumor
15948,Tumor (CD21+)
15949,Tumor (CD21+)
15950,Tumor (Ki67+)
15951,Vessel
15952,Tumor
15953,Granulocyte
15954,Tumor (CD15+)
15955,Tumor (Ki67+)
15956,Tumor (CD21+)
15957,Tumor (CD21+)
15958,APC
15959,Macrophage
15960,Tumor (Ki67+)
15961,Tumor (CD15+)
15962,Macrophage
15963,Macrophage
15964,Tumor
15965,Macrophage
15966,Vessel
15967,Tumor (Podo+)
15968,Tumor (Ki67+)
15969,Tumor (CD15+)
15970,CD8 T cell
15971,Tumor (CD15+)
15972,Tumor (Ki67+)
15973,Tumor
15974,Tumor (CD15+)
15975,Tumor (Podo+)
15976,CD8 T cell
15977,Vessel
15978,Tumor (Ki67+)
15979,Tumor (CD15+)
15980,Tumor (Ki67+)
15981,CD8 T cell
15982,Granulocyte
15983,Tumor (CD15+)
15984,Tumor (CD21+)
15985,Vessel
15986,CD8 T cell
15987,Tumor (CD21+)
15988,Tumor
15989,CD8 T cell
15990,Macrophage
15991,Tumor (CD21+)
15992,Tumor (Ki67+)
15993,CD4 T cell
15994,Tumor
15995,Tumor (CD15+)
15996,Tumor (CD15+)
15997,Tumor (CD21+)
15998,Tumor
15999,Tumor (CD21+)
16000,Tumor (Ki67+)
16001,Tumor (CD21+)
16002,CD4 T cell
16003,APC
16004,Tumor (CD20+)
16005,Macrophage
16006,CD8 T cell
16007,Tumor (CD21+)
16008,Tumor (CD15+)
16009,Tumor (Ki67+)
16010,Tumor
16011,CD8 T cell
16012,Tumor
16013,Tumor (CD20+)
16014,Tumor (Ki67+)
16015,CD8 T cell
16016,Tumor (Podo+)
16017,Tumor
16019,Tumor
16020,APC
16021,Macrophage
16022,Tumor (CD21+)
16023,Tumor
16024,Vessel
16025,Tumor (CD15+)
16026,Macrophage
16027,Tumor (Ki67+)
16028,CD4 T cell
16029,Tumor (Podo+)
16030,Macrophage
16031,APC
16032,Granulocyte
16033,Tumor
16034,Tumor (CD15+)
16035,Tumor (CD15+)
16036,Tumor (Ki67+)
16037,Tumor (CD21+)
16038,Tumor (Ki67+)
16039,Tumor
16040,CD8 T cell
16041,Macrophage
16042,Tumor (CD21+)
16043,CD8 T cell
16044,Tumor (Ki67+)
16045,Tumor (CD20+)
16046,Tumor (CD15+)
16047,CD4 T cell
16048,Vessel
16049,Tumor (CD15+)
16050,Tumor (CD15+)
16051,Tumor (Ki67+)
16052,Macrophage
16053,Macrophage
16054,CD8 T cell
16055,Macrophage
16056,Tumor (CD15+)
16057,Granulocyte
16058,CD8 T cell
16059,CD8 T cell
16060,B cell
16061,Macrophage
16062,Tumor (Ki67+)
16064,Tumor
16065,Tumor (Ki67+)
16066,Tumor (CD21+)
16067,Granulocyte
16068,CD4 T cell
16069,Vessel
16070,Tumor (CD21+)
16071,Tumor (CD15+)
16072,Tumor (CD21+)
16073,CD4 T cell
16074,Tumor (Ki67+)
16075,Tumor (Podo+)
16076,Tumor
16077,Tumor (CD20+)
16078,Tumor (CD20+)
16079,CD8 T cell
16080,CD4 T cell
16081,Tumor (Ki67+)
16082,Tumor (CD15+)
16083,Tumor (CD21+)
16084,Tumor (CD21+)
16085,Tumor
16086,Tumor (CD15+)
16087,B cell
16088,Tumor (CD15+)
16089,Tumor (CD15+)
16090,Macrophage
16091,Vessel
16092,Tumor (CD15+)
16093,Tumor
16094,Tumor (Ki67+)
16095,Tumor
16096,Macrophage
16097,CD4 T cell
16098,Tumor (CD20+)
16099,Tumor (Podo+)
16100,Macrophage
16101,Tumor
16102,Tumor (CD21+)
16103,CD8 T cell
16104,Macrophage
16105,Tumor (CD21+)
16106,Tumor (CD15+)
16107,Tumor
16108,Macrophage
16109,Stromal / Fibroblast
16110,Tumor (CD21+)
16111,Tumor (CD21+)
16112,CD8 T cell
16113,Tumor (CD21+)
16114,Macrophage
16115,Tumor (CD21+)
16116,Tumor
16117,Tumor
16118,Vessel
16119,Tumor (CD20+)
16120,Stromal / Fibroblast
16121,Granulocyte
16122,Tumor (Ki67+)
16123,CD4 T cell
16124,Tumor
16125,Vessel
16126,Tumor (CD15+)
16127,Granulocyte
16128,CD8 T cell
16129,Tumor
16130,Tumor
16131,Tumor (CD15+)
16132,Vessel
16133,Tumor (Ki67+)
16134,Macrophage
16135,Tumor (CD15+)
16136,Tumor (Ki67+)
16137,Tumor (CD15+)
16138,Tumor (CD15+)
16139,Tumor (Ki67+)
16140,Tumor
16141,Tumor (CD21+)
16142,Tumor (CD15+)
16143,Tumor
16144,Tumor (CD21+)
16145,APC
16146,Tumor (Ki67+)
16147,Tumor
16148,Tumor (CD15+)
16149,Tumor
16150,Granulocyte
16151,Macrophage
16152,Tumor (CD21+)
16153,CD8 T cell
16154,Tumor (CD15+)
16155,Tumor (CD15+)
16156,CD4 T cell
16157,CD8 T cell
16158,Macrophage
16159,CD8 T cell
16160,Tumor (Ki67+)
16161,CD4 T cell
16162,Tumor
16163,Vessel
16164,Tumor (CD15+)
16165,Tumor (CD21+)
16166,Tumor (CD15+)
16167,Tumor (Ki67+)
16168,Vessel
16169,Tumor (Ki67+)
16170,Tumor (CD15+)
16171,Tumor (CD21+)
16172,Vessel
16173,Tumor (CD21+)
16174,Tumor (Ki67+)
16175,Tumor
16176,Tumor (CD21+)
16177,Tumor (Ki67+)
16178,Tumor (Ki67+)
16179,Macrophage
16180,Macrophage
16181,Tumor (Ki67+)
16182,Tumor (CD21+)
16183,CD8 T cell
16184,CD4 T cell
16185,Macrophage
16186,CD8 T cell
16187,Tumor (Ki67+)
16188,Tumor (CD21+)
16189,Tumor (CD21+)
16190,Vessel
16191,Tumor (CD15+)
16192,Tumor (CD15+)
16193,Tumor (Ki67+)
16194,Tumor (CD21+)
16195,Tumor (CD20+)
16196,Macrophage
16197,CD8 T cell
16198,CD8 T cell
16199,Vessel
16200,CD8 T cell
16201,Tumor
16202,B cell
16203,Granulocyte
16204,Tumor
16205,CD8 T cell
16206,Tumor
16207,Tumor
16208,Tumor (Ki67+)
16209,Macrophage
16210,Tumor (CD21+)
16211,Tumor (Ki67+)
16212,Tumor (Ki67+)
16213,Vessel
16214,Tumor (CD15+)
16215,CD8 T cell
16216,Tumor (Ki67+)
16217,Macrophage
16218,Macrophage
16219,Tumor (CD15+)
16220,CD8 T cell
16221,Tumor (Ki67+)
16222,Macrophage
16223,Tumor (CD21+)
16224,Tumor
16225,Tumor (Ki67+)
16226,Tumor (CD15+)
16227,Tumor (CD21+)
16228,CD8 T cell
16229,Tumor (CD21+)
16230,Tumor (CD21+)
16231,Macrophage
16232,Tumor (CD15+)
16233,Tumor
16234,Macrophage
16235,Vessel
16236,Tumor (CD20+)
16237,Tumor (CD20+)
16238,Vessel
16239,Tumor (CD21+)
16240,Tumor (Ki67+)
16241,Stromal / Fibroblast
16242,Tumor
16243,Tumor
16244,Tumor (Ki67+)
16245,Tumor (CD15+)
16246,CD8 T cell
16247,Tumor
16248,Tumor (Ki67+)
16249,CD8 T cell
16250,Tumor (CD21+)
16251,Macrophage
16252,CD8 T cell
16253,CD8 T cell
16254,Vessel
16255,Tumor (CD21+)
16256,Tumor
16257,Tumor (CD15+)
16258,Macrophage
16259,Tumor (CD15+)
16260,CD8 T cell
16261,Tumor (CD21+)
16262,Tumor (CD20+)
16263,Macrophage
16264,Tumor (CD15+)
16265,CD8 T cell
16266,CD8 T cell
16267,Vessel
16268,Tumor (CD15+)
16269,Tumor
16270,Vessel
16271,CD8 T cell
16272,Macrophage
16273,Tumor (Ki67+)
16274,Tumor (CD15+)
16275,Tumor (CD15+)
16276,Macrophage
16277,CD8 T cell
16278,Vessel
16279,Tumor (CD15+)
16280,Macrophage
16281,Tumor
16282,CD8 T cell
16283,Vessel
16284,Macrophage
16285,APC
16286,Tumor (CD15+)
16287,Tumor (CD15+)
16288,Tumor
16289,Tumor (CD21+)
16290,CD8 T cell
16291,Tumor
16292,Tumor (Ki67+)
16293,Tumor
16294,Tumor (CD20+)
16295,Macrophage
16296,CD8 T cell
16297,Tumor (CD21+)
16298,CD8 T cell
16299,Tumor (CD20+)
16300,Tumor
16301,Tumor
16302,Macrophage
16303,Tumor (CD21+)
16304,Tumor (Ki67+)
16305,APC
16306,Macrophage
16307,Tumor (CD21+)
16308,CD4 T cell
16309,Macrophage
16310,Macrophage
16311,Granulocyte
16312,Tumor (CD21+)
16313,Tumor (Ki67+)
16314,CD8 T cell
16315,Tumor (Ki67+)
16316,Vessel
16317,Granulocyte
16318,CD8 T cell
16319,Tumor
16320,Tumor (CD15+)
16321,Tumor
16322,CD4 T cell
16323,Tumor (CD21+)
16324,Tumor (CD15+)
16325,Tumor (Ki67+)
16326,Vessel
16327,Macrophage
16328,Tumor (Ki67+)
16329,Tumor (CD21+)
16330,Tumor
16331,CD8 T cell
16332,Tumor (CD15+)
16333,Macrophage
16334,APC
16335,Tumor (CD15+)
16336,Tumor
16337,Tumor (Ki67+)
16338,Tumor (Ki67+)
16339,Tumor
16340,Tumor (CD20+)
16341,Tumor (CD15+)
16342,Tumor (CD21+)
16343,CD8 T cell
16344,Tumor (Ki67+)
16345,Tumor (CD20+)
16346,Granulocyte
16347,CD8 T cell
16348,Tumor (CD15+)
16350,CD8 T cell
16351,Stromal / Fibroblast
16352,Tumor (CD21+)
16353,Granulocyte
16354,Tumor
16355,Tumor (CD15+)
16356,Tumor (Podo+)
16357,Tumor
16358,Tumor
16359,Tumor (CD21+)
16360,Tumor
16361,CD8 T cell
16362,Tumor (CD21+)
16363,Tumor (CD20+)
16364,Tumor (CD20+)
16365,Granulocyte
16366,CD8 T cell
16367,Tumor (CD15+)
16368,Tumor (Ki67+)
16369,APC
16370,Tumor (CD21+)
16371,Tumor (Ki67+)
16372,CD8 T cell
16373,Tumor (CD21+)
16374,APC
16375,Tumor (CD15+)
16376,Tumor (CD21+)
16377,CD8 T cell
16378,CD8 T cell
16379,Tumor (CD15+)
16380,Tumor
16381,Tumor (Ki67+)
16382,Tumor (CD20+)
16383,Granulocyte
16384,Tumor (CD20+)
16385,Tumor
16386,Macrophage
16387,Macrophage
16388,CD8 T cell
16389,Tumor (CD21+)
16390,Granulocyte
16391,Tumor (Ki67+)
16392,Tumor
16393,Tumor
16394,CD8 T cell
16395,Tumor (Podo+)
16396,Macrophage
16397,Tumor (Ki67+)
16398,Stromal / Fibroblast
16399,Tumor (CD20+)
16400,Tumor
16401,Tumor (CD15+)
16402,Tumor
16403,Tumor (Ki67+)
16404,CD8 T cell
16405,Tumor (CD21+)
16406,Tumor (Ki67+)
16407,Tumor (CD15+)
16408,Tumor (Podo+)
16409,Tumor (CD15+)
16410,Tumor (CD21+)
16411,Tumor (Ki67+)
16412,Tumor
16413,Tumor
16414,CD8 T cell
16415,Tumor (CD15+)
16416,CD4 T cell
16417,Tumor (Ki67+)
16418,Macrophage
16419,CD8 T cell
16420,Tumor (Ki67+)
16421,CD8 T cell
16422,Tumor (Ki67+)
16423,Tumor (CD21+)
16424,Tumor (Podo+)
16425,CD8 T cell
16426,Vessel
16427,CD8 T cell
16428,Tumor (Ki67+)
16429,Granulocyte
16430,Macrophage
16431,CD8 T cell
16432,CD4 T cell
16433,Tumor (CD20+)
16434,Tumor (CD21+)
16435,Tumor (CD15+)
16436,Tumor (Ki67+)
16437,Tumor
16438,CD8 T cell
16439,Tumor (CD21+)
16440,Tumor (CD15+)
16442,Tumor
16443,CD8 T cell
16444,Macrophage
16445,Tumor (CD20+)
16446,Tumor (CD20+)
16447,Tumor (CD15+)
16448,Tumor (CD21+)
16449,Tumor (CD15+)
16450,Tumor
16451,CD8 T cell
16452,CD8 T cell
16453,Macrophage
16454,Tumor (Podo+)
16455,CD8 T cell
16456,Tumor
16457,Tumor
16458,Tumor
16459,CD8 T cell
16460,Tumor (CD21+)
16461,Tumor (Ki67+)
16462,Tumor (CD21+)
16463,Tumor (CD21+)
16464,CD8 T cell
16465,Tumor (CD15+)
16466,Tumor (CD15+)
16467,Tumor (CD21+)
16468,Tumor (CD15+)
16469,Tumor (Ki67+)
16470,Tumor (CD15+)
16471,Macrophage
16472,Tumor (CD15+)
16473,Tumor
16474,Tumor (CD21+)
16475,Granulocyte
16477,Tumor (Ki67+)
16478,Macrophage
16479,Tumor (Ki67+)
16480,Tumor
16481,Tumor (CD20+)
16482,APC
16483,Tumor (Podo+)
16484,Tumor
16485,Macrophage
16486,Tumor (CD15+)
16487,Tumor (Podo+)
16488,Tumor (Ki67+)
16489,APC
16490,Tumor (Ki67+)
16491,Tumor
16492,Tumor
16493,Tumor (Ki67+)
16494,Tumor
16495,Tumor
16496,Tumor
16497,Tumor (CD15+)
16498,Tumor
16499,Tumor (Ki67+)
16500,Tumor (Ki67+)
16501,Tumor (CD20+)
16502,Tumor (Ki67+)
16503,Macrophage
16504,Macrophage
16505,Tumor (Podo+)
16506,Tumor (Podo+)
16507,Tumor (CD21+)
16508,CD8 T cell
16509,Tumor
16510,Tumor (CD21+)
16511,Tumor (Ki67+)
16512,Tumor
16513,CD8 T cell
16514,CD4 T cell
16515,Tumor (CD15+)
16516,Tumor (Ki67+)
16517,Macrophage
16518,Tumor (Ki67+)
16519,Tumor
16520,CD4 T cell
16521,Tumor
16522,Tumor (CD20+)
16523,Tumor (Ki67+)
16524,Tumor (Podo+)
16525,CD8 T cell
16526,Macrophage
16527,Tumor (CD15+)
16528,Tumor (Ki67+)
16529,Tumor (CD21+)
16530,Tumor (CD21+)
16531,Vessel
16532,Tumor
16533,Tumor (CD21+)
16534,Tumor
16535,Tumor (Ki67+)
16536,Tumor (CD15+)
16537,CD4 T cell
16538,Tumor (Ki67+)
16539,Tumor (Ki67+)
16540,CD8 T cell
16541,CD8 T cell
16542,Macrophage
16543,CD8 T cell
16544,Macrophage
16545,Tumor (Ki67+)
16546,CD8 T cell
16547,Tumor (CD20+)
16548,Tumor (CD20+)
16549,CD8 T cell
16550,Granulocyte
16551,Tumor (CD15+)
16552,Tumor (CD15+)
16553,Tumor (Ki67+)
16554,Macrophage
16555,Granulocyte
16556,Tumor (CD15+)
16557,Tumor (CD20+)
16558,Tumor (Ki67+)
16559,Tumor (Ki67+)
16560,Tumor (CD15+)
16561,Tumor (CD15+)
16562,Tumor (Ki67+)
16563,Tumor (CD21+)
16564,Tumor
16565,Tumor (Ki67+)
16566,Tumor (Podo+)
16567,CD8 T cell
16568,Tumor
16569,APC
16570,Macrophage
16571,Tumor
16572,Tumor (CD20+)
16573,Tumor (CD15+)
16574,Tumor (CD21+)
16575,APC
16576,Macrophage
16577,Vessel
16578,Tumor (CD20+)
16579,Tumor (Ki67+)
16580,Granulocyte
16581,Tumor (CD15+)
16582,Tumor
16583,Tumor (Ki67+)
16584,Tumor (Ki67+)
16585,CD8 T cell
16586,Tumor (Ki67+)
16587,Tumor
16588,Macrophage
16589,CD8 T cell
16590,Tumor
16591,Tumor (Ki67+)
16592,Tumor (CD21+)
16593,Tumor (Ki67+)
16594,CD8 T cell
16595,Tumor
16596,Tumor (CD21+)
16597,Tumor (Ki67+)
16598,Tumor
16599,CD8 T cell
16600,Macrophage
16601,Tumor (Ki67+)
16602,Granulocyte
16603,Tumor
16604,Macrophage
16605,CD8 T cell
16606,Tumor
16607,Tumor (Ki67+)
16608,Tumor
16609,Tumor (CD15+)
16610,Granulocyte
16611,Tumor
16612,Tumor (CD20+)
16613,Tumor (Ki67+)
16614,Tumor
16615,Tumor (Podo+)
16616,Tumor (Podo+)
16617,Tumor (CD15+)
16618,Vessel
16619,Tumor
16620,Tumor
16621,Tumor (CD21+)
16622,Tumor (CD15+)
16623,Tumor (Ki67+)
16624,Macrophage
16625,Tumor (CD21+)
16626,CD8 T cell
16627,Tumor (Ki67+)
16628,APC
16629,Tumor
16630,CD8 T cell
16631,Granulocyte
16632,CD8 T cell
16633,Tumor
16634,Tumor
16635,Tumor (Ki67+)
16636,Tumor (CD20+)
16637,Tumor
16638,Tumor (CD15+)
16639,Tumor
16640,Tumor
16641,Granulocyte
16642,Tumor
16643,Tumor (Ki67+)
16644,CD4 T cell
16645,Granulocyte
16646,CD8 T cell
16647,Tumor (Podo+)
16648,CD8 T cell
16649,Tumor
16650,Tumor
16651,Macrophage
16652,Tumor (CD15+)
16653,Tumor (Ki67+)
16654,Tumor (CD21+)
16655,Tumor (Ki67+)
16656,Tumor (CD21+)
16657,Tumor (CD21+)
16658,Tumor
16659,Tumor (CD21+)
16660,Tumor
16661,Tumor (Ki67+)
16662,Tumor (CD20+)
16663,Tumor (CD21+)
16664,Macrophage
16665,Tumor (CD15+)
16666,Tumor (Ki67+)
16667,Naive immune cell
16668,Macrophage
16670,Tumor (CD15+)
16671,CD4 T cell
16672,APC
16673,APC
16674,Vessel
16675,Tumor (Ki67+)
16676,CD4 T cell
16677,Tumor (CD21+)
16678,Tumor (Ki67+)
16679,Tumor (CD15+)
16680,Tumor (Ki67+)
16681,Tumor (CD15+)
16682,APC
16683,Tumor
16684,CD8 T cell
16685,Tumor (CD21+)
16686,CD8 T cell
16687,CD8 T cell
16688,Stromal / Fibroblast
16689,Tumor (Podo+)
16690,Tumor
16691,Tumor
16692,Tumor (CD20+)
16693,Tumor
16694,Macrophage
16695,Tumor (CD21+)
16696,Tumor (CD20+)
16697,Tumor
16698,Tumor (CD15+)
16699,Tumor (CD15+)
16700,Macrophage
16701,Tumor (Ki67+)
16702,Tumor (CD15+)
16703,Tumor (CD15+)
16704,Tumor
16705,Tumor (CD15+)
16706,Tumor (CD15+)
16707,Tumor (CD21+)
16708,CD8 T cell
16709,Tumor (Ki67+)
16710,Tumor
16711,Tumor (CD20+)
16712,Tumor (CD21+)
16713,Tumor (Podo+)
16714,Tumor (CD21+)
16715,Tumor
16716,Tumor (CD15+)
16717,CD8 T cell
16718,APC
16719,Vessel
16720,Macrophage
16721,Tumor (CD21+)
16722,CD8 T cell
16723,Tumor (CD15+)
16724,CD8 T cell
16725,Macrophage
16726,Macrophage
16727,Granulocyte
16728,Macrophage
16729,CD8 T cell
16730,Granulocyte
16731,Tumor (CD20+)
16732,Tumor (Ki67+)
16733,Macrophage
16735,CD8 T cell
16736,CD8 T cell
16737,Tumor (CD15+)
16738,Tumor (CD15+)
16739,Tumor
16740,Tumor (Ki67+)
16741,APC
16742,Tumor (Ki67+)
16743,Macrophage
16744,CD8 T cell
16745,CD4 T cell
16746,Tumor
16747,Tumor (Ki67+)
16748,Tumor (CD20+)
16749,Tumor (Ki67+)
16750,Tumor
16751,Tumor (CD15+)
16752,Tumor
16753,Vessel
16754,CD8 T cell
16755,Tumor (CD15+)
16756,Tumor (CD21+)
16757,Tumor
16758,Tumor (Ki67+)
16759,Tumor (Ki67+)
16760,Tumor (CD21+)
16761,Tumor (CD21+)
16762,Tumor (CD15+)
16763,Tumor (CD15+)
16764,Tumor (Ki67+)
16765,Tumor (CD15+)
16766,Tumor (CD15+)
16767,Tumor (CD21+)
16768,Tumor (CD21+)
16769,Tumor (Podo+)
16770,Tumor (CD15+)
16771,Tumor
16772,Granulocyte
16773,Tumor (CD20+)
16774,CD8 T cell
16775,Tumor
16776,CD4 T cell
16777,Tumor (Podo+)
16778,Macrophage
16779,CD4 T cell
16780,Tumor (CD21+)
16782,Tumor (Ki67+)
16783,Granulocyte
16784,B cell
16785,Tumor (Ki67+)
16787,Tumor (Ki67+)
16788,Tumor (CD21+)
16789,Tumor (CD21+)
16790,Tumor (CD20+)
16791,Tumor (Podo+)
16792,Tumor
16793,Tumor (CD15+)
16794,Tumor (Ki67+)
16795,Tumor
16796,Tumor
16797,Macrophage
16798,Tumor
16799,CD4 T cell
16800,CD8 T cell
16801,Tumor (CD21+)
16802,Tumor
16803,Tumor (CD21+)
16804,CD8 T cell
16805,CD8 T cell
16806,Tumor (Ki67+)
16807,Tumor
16808,CD8 T cell
16809,Tumor (CD20+)
16810,Tumor (Podo+)
16811,Macrophage
16812,Tumor (CD15+)
16813,Tumor
16814,Tumor (CD21+)
16815,Tumor (CD15+)
16816,Tumor (Ki67+)
16817,Vessel
16818,Tumor (CD15+)
16819,Tumor (CD15+)
16820,Tumor
16821,CD8 T cell
16822,Tumor
16823,Stromal / Fibroblast
16824,Tumor (CD21+)
16825,Tumor (Ki67+)
16826,Tumor (Ki67+)
16827,CD4 T cell
16828,Tumor (Ki67+)
16829,Macrophage
16830,Tumor (CD21+)
16831,Tumor (CD15+)
16832,CD8 T cell
16833,Tumor (CD15+)
16834,Tumor (CD21+)
16835,Tumor (Ki67+)
16836,Tumor
16837,Tumor (CD15+)
16838,APC
16839,Tumor (CD15+)
16840,Macrophage
16841,Tumor (Ki67+)
16842,CD8 T cell
16843,Tumor
16844,Tumor
16845,Tumor (CD21+)
16846,Tumor (CD15+)
16847,CD8 T cell
16848,Tumor (CD20+)
16849,Macrophage
16850,Tumor (CD21+)
16851,Macrophage
16852,Tumor
16853,Tumor
16854,Tumor (Ki67+)
16855,CD4 T cell
16856,Macrophage
16857,Tumor
16858,Tumor
16859,Tumor
16860,Tumor (CD15+)
16861,Tumor (CD21+)
16862,Tumor
16863,Tumor (Podo+)
16864,Tumor (CD21+)
16865,Tumor
16866,Tumor (CD21+)
16867,Tumor
16868,Tumor (CD21+)
16869,Tumor
16870,Tumor (Podo+)
16871,Tumor
16872,Tumor
16873,CD4 T cell
16874,Macrophage
16875,Tumor (CD15+)
16876,Tumor
16877,Tumor (Ki67+)
16878,Macrophage
16879,Tumor
16880,Tumor (CD15+)
16881,Tumor
16882,Tumor
16883,Macrophage
16884,CD8 T cell
16885,Tumor (CD21+)
16886,Tumor
16887,Tumor
16888,Tumor (Ki67+)
16889,Tumor (Ki67+)
16890,Tumor (Ki67+)
16891,Tumor (CD15+)
16892,Tumor
16893,Macrophage
16894,Tumor (Ki67+)
16895,Macrophage
16896,Macrophage
16897,CD8 T cell
16898,Tumor (CD15+)
16899,Tumor (CD21+)
16900,Tumor
16901,Tumor (CD15+)
16902,Tumor (Ki67+)
16903,CD4 T cell
16904,Tumor (Podo+)
16905,Tumor
16906,Tumor
16907,Tumor
16908,Tumor (CD15+)
16909,Tumor
16910,APC
16911,Tumor
16912,Tumor
16913,Tumor (CD21+)
16914,Tumor (CD21+)
16915,Tumor
16916,Tumor
16917,Tumor (Ki67+)
16918,Tumor
16919,Tumor
16920,Tumor (Podo+)
16921,Tumor
16922,Tumor
16923,Tumor (CD20+)
16924,Tumor (CD21+)
16925,Macrophage
16926,CD8 T cell
16927,CD4 T cell
16928,APC
16929,Tumor
16930,Tumor
16931,Tumor (CD20+)
16932,Tumor
16933,Tumor
16934,Tumor (CD15+)
16935,Tumor
16936,Tumor
16938,Tumor (CD21+)
16939,Tumor (CD21+)
16940,Tumor (CD15+)
16941,Tumor (Ki67+)
16942,Tumor
16943,Tumor (CD20+)
16944,Tumor (CD21+)
16945,Tumor
16947,Tumor (Ki67+)
16948,CD8 T cell
16949,CD8 T cell
16950,Macrophage
16951,CD8 T cell
16952,Macrophage
16953,CD4 T cell
16954,Tumor (CD21+)
16955,Tumor (Ki67+)
16956,APC
16957,Tumor
16958,APC
16959,Macrophage
16960,Tumor (CD21+)
16961,Tumor (CD15+)
16962,Tumor
16963,CD8 T cell
16964,Tumor (Ki67+)
16965,Tumor (CD15+)
16966,Tumor
16967,CD8 T cell
16968,Tumor (Ki67+)
16970,Macrophage
16971,Tumor
16972,Tumor
16973,Tumor (Ki67+)
16974,Tumor
16975,Tumor
16976,Tumor (CD15+)
